Annotation	word	definitions	BM_original	Source	VVAA	A1	A2	precission_definitions_mean	ic_precission_definitions_mean	familiarity_definitions_mean	imageability_definitions_mean	concreteness_definitions_mean	physicality_definitions_mean
guided	great	very good	physical size of something or someone	DOI:10.17227/01234870.32FOLIOS125.140	0.0	0.0	0.0	0.0		552.0	6.68	1.64	1.55
guided	great	uppercase	physical size of something or someone	DOI:10.17227/01234870.32FOLIOS125.140	0.0	1.0	0.0	0.0		274.0	6.91	3.65	4.6
guided	great	in an advanced stage of pregnancy	physical size of something or someone	DOI:10.17227/01234870.32FOLIOS125.140	0.0	1.0	1.0	5.0		507.0	4.23	3.59	2.36
guided	power	possession of controlling influence	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	0.0	0.0	3.0	2.3	516.0	4.81	2.54	3.34
guided	power	(physics) the rate of doing work; measured in watts (= joules/second)	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	1.0	1.0	2.57	0.8	479.0	5.47	3.13	3.59
guided	power	possession of the qualities (especially mental qualities) required to do something or get something done	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	0.0	0.0	3.2	0.45	493.75	5.14	02.07	3.89
guided	power	(of a government or government official) holding an office means being in power	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	1.0	0.0	06.09	1.28	436.5	5.64	3.16	3.42
guided	power	one possessing or exercising power or influence or authority	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	0.0	0.0	5.12	02.02	465.0	5.16	2.51	03.05
guided	power	a mathematical notation indicating the number of times a quantity is multiplied by itself	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	1.0	0.0	4.64	0.6	517.14	4.38	03.06	3.38
guided	power	physical strength	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	1.0	1.0	1.0	3.0	3.89	547.0	4.22	3.14	1.93
guided	power	a state powerful enough to influence events throughout the world	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	0.0	0.0	4.5	0.95	490.71	4.46	2.64	2.74
guided	power	a very wealthy or powerful businessman	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	1.0	0.0	3.83	03.01	533.67	3.9	3.12	3.24
guided	power	supply the force or power for the functioning of	physical force or strength	DOI:10.17227/01234870.32FOLIOS125.140	0.0	0.0	1.0	5.5		440.75	4.76	2.82	3.85
guided	tired	lose interest or become bored with something or somebody	need to rest or sleep	DOI:10.17227/01234870.32FOLIOS125.140		0.0	0.0	4.57	0.9	491.67	4.47	2.22	2.87
guided	tired	exhaust or get tired through overuse or great strain or stress	need to rest or sleep	DOI:10.17227/01234870.32FOLIOS125.140		1.0	1.0	4.9	0.0	478.86	4.41	2.57	2.81
guided	tired	deplete	need to rest or sleep	DOI:10.17227/01234870.32FOLIOS125.140		0.0	0.0	4.0	8.19	462.0	5.55	2.89	2.5
guided	tired	cause to be bored	need to rest or sleep	DOI:10.17227/01234870.32FOLIOS125.140		0.0	0.0	0.0	3.33	498.5	3.94	2.28	2.0
guided	tired	depleted of strength or energy	need to rest or sleep	DOI:10.17227/01234870.32FOLIOS125.140		1.0	1.0	6.0		392.0	5.7	03.04	3.22
guided	tired	repeated too often; overfamiliar through overuse	need to rest or sleep	DOI:10.17227/01234870.32FOLIOS125.140		0.0	0.0	0.67		513.6	04.05	2.6	3.38
guided	year	a period of time containing 365 (or 366) days	indicates a long period of time encompassing several calendar years. The most basic meaning of year is the cyclical period of time in which the earth completes a full revolution around the sun, consisting of 365 or 366 days	DOI:10.1080/10926480709336752	1.0	1.0	1.0	6.0	1.1	483.25	5.72	3.43	3.1
guided	year	a period of time occupying a regular part of a calendar year that is used for some particular activity	indicates a long period of time encompassing several calendar years. The most basic meaning of year is the cyclical period of time in which the earth completes a full revolution around the sun, consisting of 365 or 366 days	DOI:10.1080/10926480709336752	1.0	1.0	0.0	5.14	0.86	475.0	4.69	03.06	3.25
guided	year	the period of time that it takes for a planet (as, e.g., Earth or Mars) to make a complete revolution around the sun	indicates a long period of time encompassing several calendar years. The most basic meaning of year is the cyclical period of time in which the earth completes a full revolution around the sun, consisting of 365 or 366 days	DOI:10.1080/10926480709336752	1.0	1.0	1.0	5.35	0.51	498.75	5.44	3.23	3.33
guided	year	a body of students who graduate together	indicates a long period of time encompassing several calendar years. The most basic meaning of year is the cyclical period of time in which the earth completes a full revolution around the sun, consisting of 365 or 366 days	DOI:10.1080/10926480709336752	0.0	1.0	0.0	5.5	0.98	522.75	5.31	3.88	2.8
guided	Gandhi	daughter of Nehru who served as prime minister of India from 1966 to 1977 (1917-1984)	The proper name refers to a specific, uniquely identifiable individual in a particular historical and geographical context.	DOI:10.1080/10926480709336752	1.0	1.0	1.0	4.88	2.23	480.73	4.9	3.83	3.53
guided	Gandhi	political and spiritual leader during India's struggle with Great Britain for home rule; an advocate of passive resistance (1869-1948)	The proper name refers to a specific, uniquely identifiable individual in a particular historical and geographical context.	DOI:10.1080/10926480709336752	1.0	1.0	1.0	5.31	1.56	483.76	4.73	2.74	3.21
guided	struggle	an energetic attempt to achieve something	The basic meaning of the verb to struggle is to use one.s physical strength against someone or something,	DOI:10.1080/10926480709336752	0.0	1.0	0.0	2.5	0.6	465.0	4.3	2.29	3.95
guided	struggle	an open clash between two opposing groups (or individuals); --Thomas Paine	The basic meaning of the verb to struggle is to use one.s physical strength against someone or something,	DOI:10.1080/10926480709336752	0.0	1.0	1.0	4.73	0.46	479.83	5.46	3.33	3.57
guided	struggle	strenuous effort	The basic meaning of the verb to struggle is to use one.s physical strength against someone or something,	DOI:10.1080/10926480709336752	0.0	1.0	0.0	3.5		541.0	05.06	2.44	3.55
guided	struggle	make a strenuous or labored effort	The basic meaning of the verb to struggle is to use one.s physical strength against someone or something,	DOI:10.1080/10926480709336752	0.0	1.0	0.0	5.17	3.69	515.25	4.86	2.54	3.44
guided	struggle	to exert strenuous effort against opposition	The basic meaning of the verb to struggle is to use one.s physical strength against someone or something,	DOI:10.1080/10926480709336752	1.0	1.0	0.0	3.25	2.55	456.5	5.24	2.39	3.77
guided	struggle	climb awkwardly, as if by scrambling	The basic meaning of the verb to struggle is to use one.s physical strength against someone or something,	DOI:10.1080/10926480709336752	0.0	1.0	1.0	0.6	9.28	428.25	5.19	2.95	3.66
guided	struggle	be engaged in a fight; carry on a fight	The basic meaning of the verb to struggle is to use one.s physical strength against someone or something,	DOI:10.1080/10926480709336752	0.0	1.0	1.0	4.11	2.44	503.0	4.81	3.7	2.9
guided	convince	make (someone) agree, understand, or realize the truth or validity of something	.convince. means to persuade a large number of people to change their views about [something]	DOI:10.1080/10926480709336752	1.0	1.0	1.0	4.67	0.0	493.42	5.81	2.33	3.9
guided	Indians	a member of the race of people living in America when Europeans arrived	inhabitants of contemporary India	DOI:10.1080/10926480709336752	0.0	1.0	1.0	4.56	1.26	477.71	4.39	3.63	2.55
guided	Indians	a native or inhabitant of India	inhabitants of contemporary India	DOI:10.1080/10926480709336752	1.0	1.0	1.0	6.0	2.43	500.0	4.14	3.18	2.36
guided	Indians	any of the languages spoken by Amerindians	inhabitants of contemporary India	DOI:10.1080/10926480709336752	0.0	1.0	1.0	1.4	2.9	496.0	5.65	2.82	3.26
guided	fit	a display of bad temper	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0	1.0	5.75	0.96	467.67	5.65	2.7	1.86
guided	fit	a sudden uncontrollable attack	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0	1.0	4.25	4.43	538.67	3.72	2.63	2.61
guided	fit	the manner in which something fits	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0		5.0	5.69	554.0	3.78	02.05	3.67
guided	fit	a sudden flurry of activity (often for no obvious reason)	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	1.0	0.0	3.25	0.4	508.75	4.93	2.44	3.31
guided	fit	be agreeable or acceptable to	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0	0.0	2.25	3.93	452.0	5.21	2.0	3.14
guided	fit	be the right size or shape; fit correctly or as desired	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	1.0	1.0	3.89	0.0	554.86	4.68	2.74	3.57
guided	fit	satisfy a condition or restriction	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0	0.0	6.6	0.0	381.33	4.98	2.15	3.33
guided	fit	make fit	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	1.0		2.0	0.0	493.5	6.34	2.68	3.55
guided	fit	insert or adjust several objects or people	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	1.0		3.71	0.0	499.0	4.57	3.4	04.03
guided	fit	be compatible, similar or consistent; coincide in their characteristics	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0	0.0	2.88	4.7	506.86	4.48	2.32	3.57
guided	fit	conform to some shape or size	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	1.0	1.0	2.6	0.0	476.0	06.02	2.7	2.53
guided	fit	provide with (something) usually for a specific purpose	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0	1.0	4.6	5.16	502.57	4.97	02.06	3.28
guided	fit	make correspond or harmonize	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	1.0	0.0	3.25	0.97	530.67	5.82	2.67	2.43
guided	fit	meeting adequate standards for a purpose	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	0.0	0.0	0.0	2.6		486.5	4.36	2.16	1.94
guided	fit	physically and mentally sound or healthy	The adjective fit has a different meaning to do with being healthy and physically strong.	DOI:10.1080/10926480709336752	1.0	1.0	1.0	1.8		484.25	4.56	2.86	2.85
guided	wear	impairment resulting from long use	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	2.5	0.6	461.25	4.31	2.64	3.12
guided	wear	a covering designed to be worn on a person's body	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	3.78	0.0	491.0	5.9	3.92	2.85
guided	wear	the act of having on your person as a covering or adornment	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	1.0	1.0	1.0	5.44	0.5	533.25	5.22	3.37	3.16
guided	wear	be dressed in	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	2.0	0.0	444.0	4.27	3.41	3.0
guided	wear	have on one's person	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	4.75	0.0	452.0	6.37	4.34	3.33
guided	wear	have in one's aspect; wear an expression of one's attitude or personality	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	0.0	0.0	4.6	0.0	465.9	5.16	2.85	3.34
guided	wear	deteriorate through use or stress	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	5.0	9.47	539.0	4.6	2.8	3.25
guided	wear	have or show an appearance of	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0		4.8	0.0	555.0	3.19	3.27	2.9
guided	wear	last and be usable	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0		2.0	0.0	488.0	3.76	2.52	2.4
guided	wear	go to pieces	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	1.0	0.0	307.5	3.14	3.64	2.14
guided	wear	exhaust or get tired through overuse or great strain or stress	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	4.64	1.94	478.86	4.41	2.57	2.81
guided	wear	put clothing on one's body	The basic meaning of wear in wear the mantle is defined as the first sense of the word in the Macmillan dictionary as follows: .to have something on your body as clothing, decoration or protection..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	1.6	1.36	403.6	5.81	3.92	2.88
guided	mantle	the cloak as a symbol of authority	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	1.0	1.0	1.0	6.0	1.48	490.67	3.97	3.39	03.04
guided	mantle	United States baseball player (1931-1997)	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	7.0	1.29	467.71	5.77	4.5	3.52
guided	mantle	the layer of the earth between the crust and the core	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	5.0	0.86	460.25	4.74	4.22	2.66
guided	mantle	anything that covers	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	1.0	0.0	5.0	6.59	524.5	4.4	2.8	2.65
guided	mantle	(zoology) a protective layer of epidermis in mollusks or brachiopods that secretes a substance forming the shell	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	5.14	02.01	468.7	4.81	3.49	3.44
guided	mantle	shelf that projects from wall above fireplace	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	5.4	3.44	427.0	4.95	4.53	3.29
guided	mantle	hanging cloth used as a blind (especially for a window)	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	5.67	02.06	491.5	5.26	3.62	3.32
guided	mantle	a sleeveless garment like a cloak but shorter	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	1.0	1.0	4.62	2.18	544.8	4.79	3.9	03.04
guided	mantle	spread over a surface, like a mantle	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	0.0	0.0	5.0	0.0	551.8	05.06	3.6	3.29
guided	mantle	cover like a mantle	old-fashioned piece of clothing now usually only worn by people in power, such as monarchs, as a symbol of their position..	DOI:10.1080/10926480709336752	0.0	0.0	0.0	7.0	0.0	577.67	4.23	3.56	2.39
guided	political	involving or characteristic of politics or parties or politicians; - Daniel Goleman		DOI:10.1080/10926480709336752	1.0	0.0	1.0	6.22		514.62	04.09	2.98	3.18
guided	political	of or relating to your views about social relationships involving authority or power		DOI:10.1080/10926480709336752	1.0	0.0	0.0	4.1		437.0	5.22	2.53	2.81
guided	political	of or relating to the profession of governing		DOI:10.1080/10926480709336752		0.0	1.0	4.5		513.67	5.81	2.52	3.58
guided	married	a person who is married		DOI:10.1080/10926480709336752		1.0	1.0	8.25	0.27	517.5	6.44	3.77	4.2
guided	married	take in marriage		DOI:10.1080/10926480709336752		1.0	1.0	4.67	0.0	545.5	3.78	2.78	2.82
guided	married	perform a marriage ceremony		DOI:10.1080/10926480709336752		1.0	1.0	5.5	08.09	539.0	5.44	03.05	3.91
guided	married	joined in matrimony		DOI:10.1080/10926480709336752		1.0	1.0	4.67		270.5	5.3	2.11	2.6
guided	married	of or relating to the state of marriage		DOI:10.1080/10926480709336752		1.0	0.0	6.25		526.0	4.29	03.02	2.39
guided	let	a brutal terrorist group active in Kashmir; fights against India...		DOI:10.1080/10926480709336752		1.0	1.0	5.14	0.26	490.08	4.65	3.27	2.8
guided	let	a serve that strikes the net before falling into the receiver's ...		DOI:10.1080/10926480709336752	1.0	1.0	1.0	4.77	1.67	495.73	4.24	3.89	2.93
guided	let	make it possible through a specific action or lack of action for...		DOI:10.1080/10926480709336752	0.0	0.0	1.0	4.45	0.0	519.5	4.23	2.22	2.53
guided	let	actively cause something to happen		DOI:10.1080/10926480709336752	0.0	0.0	0.0	1.0	0.0	477.5	3.52	2.11	2.41
guided	let	consent to, give permission		DOI:10.1080/10926480709336752	0.0	0.0	1.0	4.67	5.47	535.5	4.43	2.39	3.33
guided	let	cause to move; cause to be in a certain position or condition		DOI:10.1080/10926480709336752	1.0	1.0	1.0	3.5	0.0	474.43	3.37	2.43	03.02
guided	let	leave unchanged		DOI:10.1080/10926480709336752	0.0	0.0	0.0	0.5	7.58	485.0	5.22	2.4	2.28
guided	let	grant use or occupation of under a term of contract		DOI:10.1080/10926480709336752	0.0	1.0	1.0	7.0		474.2	5.89	3.39	3.32
guided	alone	isolated from others		DOI:10.1080/10926480709336752	0.0	1.0	1.0	2.0		480.0	4.91	2.74	2.53
guided	alone	lacking companions or companionship		DOI:10.1080/10926480709336752	0.0	1.0	1.0	5.5		425.33	4.9	3.1	3.87
guided	alone	exclusive of anyone or anything else		DOI:10.1080/10926480709336752	0.0	0.0	0.0	4.5		391.5	5.41	1.96	3.14
guided	alone	radically distinctive and without equal		DOI:10.1080/10926480709336752	0.0	0.0	0.0	1.33		443.25	5.11	1.99	2.96
guided	alone	without any others being included or involved		DOI:10.1080/10926480709336752	1.0	0.0		2.8		497.25	4.57	2.11	2.84
guided	alone	without anybody else or anything else		DOI:10.1080/10926480709336752	0.0	0.0	1.0	9.0		424.8	4.57	1.89	03.02
guided	become	enter or assume a certain state or condition		DOI:10.1080/10926480709336752	0.0	0.0	0.0	5.0	0.9	488.8	5.28	2.44	2.61
guided	become	undergo a change or development		DOI:10.1080/10926480709336752	0.0	1.0		4.8	2.71	437.33	4.4	2.57	3.7
guided	become	come into existence		DOI:10.1080/10926480709336752	0.0	0.0	0.0	3.0	5.65	530.5	04.07	2.13	1.71
guided	become	enhance the appearance of		DOI:10.1080/10926480709336752	1.0	0.0	1.0	4.5	5.15	351.0	3.45	2.39	3.4
guided	premier	the person who holds the position of head of the government in the United Kingdom		DOI:10.1080/10926480709336752	1.0	1.0	1.0	4.89	0.22	486.29	5.33	3.73	2.85
guided	premier	the person who is head of state (in several countries)		DOI:10.1080/10926480709336752	0.0	1.0	1.0	4.88	0.6	442.86	5.52	04.03	3.29
guided	premier	be performed for the first time		DOI:10.1080/10926480709336752	0.0	1.0	1.0	3.0	0.0	584.0	4.19	2.92	3.21
guided	premier	perform a work for the first time		DOI:10.1080/10926480709336752	0.0	1.0	1.0	3.8	0.0	578.75	4.87	3.1	3.3
guided	premier	first in rank or degree		DOI:10.1080/10926480709336752	0.0	0.0	0.0	5.2		572.33	3.33	2.87	3.55
guided	premier	preceding all others in time		DOI:10.1080/10926480709336752	0.0	0.0	1.0	3.5		519.33	4.31	2.88	2.57
guided	jungle	a location marked by an intense competition and struggle for survival	an equatorial forest area with luxuriant vegetation, often almost impenetrable	DOI:10.2478/exell-2020-0007	0.0	1.0	0.0	4.44	0.27	422.0	4.2	03.05	2.45
guided	jungle	a place where hoboes camp	an equatorial forest area with luxuriant vegetation, often almost impenetrable	DOI:10.2478/exell-2020-0007	0.0	1.0	1.0	5.5	0.3	538.0	6.55	3.92	3.36
guided	jungle	an impenetrable equatorial forest	an equatorial forest area with luxuriant vegetation, often almost impenetrable	DOI:10.2478/exell-2020-0007	0.0	1.0	1.0	2.75	0.6	527.33	04.07	3.32	2.58
guided	swarm	a moving crowd	a swarm of bees or other insects is a large group of them flying together	DOI:10.2478/exell-2020-0008	0.0	1.0	1.0	4.33	0.6	527.0	05.06	4.17	2.3
guided	swarm	a group of many things in the air or on the ground	a swarm of bees or other insects is a large group of them flying together	DOI:10.2478/exell-2020-0008	0.0	1.0	1.0	3.89	0.24	492.0	4.4	3.71	4.14
guided	swarm	move in large numbers	a swarm of bees or other insects is a large group of them flying together	DOI:10.2478/exell-2020-0008	0.0	1.0	1.0	1.75	0.0	531.0	5.43	3.31	2.64
guided	plague	a serious (sometimes fatal) infection of rodents caused by Yersinia pestis and accidentally transmitted to humans by the bite of a flea that has bitten an infected animal	any serious disease that spreads quickly to a lot of people and usually ends in death	DOI:10.2478/exell-2020-0009	0.0	1.0	1.0	4.67	2.28	445.35	5.21	3.56	2.99
guided	plague	any epidemic disease with a high death rate	any serious disease that spreads quickly to a lot of people and usually ends in death	DOI:10.2478/exell-2020-0009	1.0	1.0	1.0	4.43	2.73	529.8	3.88	3.27	3.62
guided	plague	a swarm of insects that attack plants	any serious disease that spreads quickly to a lot of people and usually ends in death	DOI:10.2478/exell-2020-0009	0.0	1.0	1.0	5.8	2.14	510.0	4.41	4.15	2.42
guided	plague	any large scale calamity (especially when thought to be sent by God)	any serious disease that spreads quickly to a lot of people and usually ends in death	DOI:10.2478/exell-2020-0009	0.0	1.0	0.0	1.6	4.75	461.78	5.61	2.6	3.52
guided	plague	an annoyance	any serious disease that spreads quickly to a lot of people and usually ends in death	DOI:10.2478/exell-2020-0009	0.0	0.0	0.0	7.0	0.3	570.0	6.41	2.14	2.64
guided	plague	cause to suffer a blight	any serious disease that spreads quickly to a lot of people and usually ends in death	DOI:10.2478/exell-2020-0009	1.0	0.0	0.0	3.25	3.96	495.67	4.16	2.51	2.75
guided	plague	annoy continually or chronically	any serious disease that spreads quickly to a lot of people and usually ends in death	DOI:10.2478/exell-2020-0009	1.0	0.0	0.0	2.5	7.29	446.0	4.82	1.99	3.13
guided	locust	migratory grasshoppers of warm regions having short antennae	a type of grasshopper that flies over wide areas in very large groups called swarms, often destroying crops	DOI:10.2478/exell-2020-0010	0.0	1.0	1.0	3.29	0.53	445.5	5.87	3.27	3.2
guided	locust	hardwood from any of various locust trees	a type of grasshopper that flies over wide areas in very large groups called swarms, often destroying crops	DOI:10.2478/exell-2020-0010	1.0	1.0	1.0	2.5	8.5	548.0	5.22	4.14	3.12
guided	locust	any of various hardwood trees of the family Leguminosae	a type of grasshopper that flies over wide areas in very large groups called swarms, often destroying crops	DOI:10.2478/exell-2020-0010	0.0	1.0	1.0	3.83	0.27	544.0	5.0	4.0	2.66
guided	horde	a vast multitude	a large (moving) group of animals, typically one considered as dangerous or destructive.	https://doi.org/10.5539/ijel.v13n4p1	0.0	1.0	1.0	5.0	5.25	611.5	3.0	2.26	03.05
guided	horde	a nomadic community	a large (moving) group of animals, typically one considered as dangerous or destructive.	https://doi.org/10.5539/ijel.v13n4p1	0.0	1.0	1.0	5.33	0.3	548.0	3.3	2.96	2.19
guided	horde	a moving crowd	a large (moving) group of animals, typically one considered as dangerous or destructive.	https://doi.org/10.5539/ijel.v13n4p1	0.0	1.0	1.0	4.33	0.6	527.0	05.06	4.17	2.3
guided	underground	a secret group organized to overthrow a government or occupation force	below the surface of the ground	DOI:10.1007/978-94-024-0881-2_39	0.0	1.0	0.0	6.2	0.51	497.43	5.51	2.98	2.73
guided	underground	an electric railway operating below the surface of the ground (usually in a city)	below the surface of the ground	DOI:10.1007/978-94-024-0881-2_39	0.0	1.0	1.0	4.27	02.04	503.78	5.85	3.93	3.77
guided	underground	under the level of the ground	below the surface of the ground	DOI:10.1007/978-94-024-0881-2_39	1.0	1.0	1.0	1.0		467.5	06.06	3.82	3.47
guided	underground	conducted with or marked by hidden aims or methods	below the surface of the ground	DOI:10.1007/978-94-024-0881-2_39	1.0	1.0	0.0	4.5		416.8	3.83	3.15	2.87
guided	underground	in or into hiding or secret operation	below the surface of the ground	DOI:10.1007/978-94-024-0881-2_39	0.0	0.0	0.0	5.17		510.67	5.55	2.82	2.52
guided	underground	beneath the surface of the earth	below the surface of the ground	DOI:10.1007/978-94-024-0881-2_39	1.0	1.0	1.0	1.67		487.67	5.52	04.06	2.96
guided	designed	make or work out a plan for; devise	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	1.0	0.0	3.29	3.97	491.4	4.69	2.89	3.61
guided	designed	plan something for a specific role or purpose or effect	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	0.0	0.0	6.5	0.0	436.5	4.8	2.15	3.15
guided	designed	create the design for; create or execute in an artistic or highly skilled manner	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	1.0	1.0	2.75	2.12	532.44	4.22	2.4	3.37
guided	designed	make a design of; plan out in systematic, often graphic form	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	1.0	1.0	2.9	6.22	500.0	4.48	2.88	3.18
guided	designed	create designs	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	1.0	1.0	1.0	4.6	487.5	4.9	2.94	2.91
guided	designed	conceive or fashion in the mind; invent	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	1.0	1.0	3.67	1.75	542.4	3.98	2.66	3.88
guided	designed	intend or have as a purpose	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	0.0	0.0	6.0	3.29	495.0	3.67	1.62	1.77
guided	designed	done or made or performed with purpose and intent; - Havelock Ellis	to make a drawing or plan of something that will be made or built. This is about an act	DOI:10.1007/978-94-024-0881-2_40	0.0	0.0	0.0	4.44		526.89	04.01	1.89	03.02
guided	attract	direct toward itself or oneself by means of some psychological power or physical attributes	To make something move near someone or something (MM3)	DOI:10.1007/978-94-024-0881-2_41	0.0	0.0	0.0	3.2	0.0	486.86	4.21	2.54	03.04
guided	attract	be attractive to	To make something move near someone or something (MM3)	DOI:10.1007/978-94-024-0881-2_41	0.0	0.0	0.0	0.0	0.0	507.0	2.64	2.64	3.3
guided	attract	exert a force on (a body) causing it to approach or prevent it from moving away	To make something move near someone or something (MM3)	DOI:10.1007/978-94-024-0881-2_41	0.0	1.0	1.0	4.0	0.73	469.0	5.7	2.86	3.16
guided	month	one of the twelve divisions of the calendar year	one of the 12 periods that a year is divided into, such as January, February etc	uk.bl.ethos.589185	0.0	1.0	1.0	5.0	1.92	529.0	5.78	3.65	2.79
guided	month	a time unit of approximately 30 days	one of the 12 periods that a year is divided into, such as January, February etc	uk.bl.ethos.589185	0.0	1.0	1.0	4.33	2.79	541.8	3.96	3.32	2.89
guided	fret	agitation resulting from active worry	to worry about something continuously	uk.bl.ethos.589186	0.0	0.0	0.0	4.0	1.87	368.0	4.58	2.58	2.77
guided	fret	a spot that has been worn away by abrasion or erosion	to worry about something continuously	uk.bl.ethos.589186	0.0	1.0	1.0	3.6	0.72	426.0	4.71	3.7	2.71
guided	fret	an ornamental pattern consisting of repeated vertical and horizontal lines (often in relief)	to worry about something continuously	uk.bl.ethos.589186	1.0	1.0	1.0	4.0	1.16	455.64	5.15	3.26	3.5
