,word,sentence,word_sense,label,definitions,M-T,defs_means,ds_means,phy,img,conc,nb17,prec,IC,phy_ds,img_ds,conc_ds,nb17_ds,prec_ds,IC_ds
544,won,Oh I bloody won a bottle wine and I could of won .,win something through one's efforts,0.0,be the winner in a contest or competition; be victorious,1.0,"{'physicality': 1.9823050435415692, 'imageability': 3.9517096379662084, 'concreteness': 2.7462447348882044, 'nb17': 0.21308507, 'precision': 4.444444444444445, 'precision_IC': 0.0}","{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}",1.9823050435415688,3.951709637966208,2.7462447348882044,0.21308507,4.444444444444445,0.0,2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634
545,won,Oh I bloody won a bottle wine and I could of won .,win something through one's efforts,0.0,win something through one's efforts,0.0,"{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}","{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}",2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634,2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634
546,won,Oh I bloody won a bottle wine and I could of won .,win something through one's efforts,0.0,"obtain advantages, such as points, etc.",1.0,"{'physicality': 1.567413445815065, 'imageability': 2.7707387605969322, 'concreteness': 2.008846122532495, 'nb17': 0.031907864, 'precision': 2.6, 'precision_IC': 0.0}","{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}",1.567413445815065,2.770738760596932,2.008846122532495,0.031907864,2.6,0.0,2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634
547,won,Oh I bloody won a bottle wine and I could of won .,win something through one's efforts,0.0,attain success or reach a desired goal,1.0,"{'physicality': 2.208661999590672, 'imageability': 3.4343167695958976, 'concreteness': 2.435906120722031, 'nb17': 0.09466056, 'precision': 5.0, 'precision_IC': 0.0}","{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}",2.208661999590672,3.4343167695958976,2.435906120722031,0.09466056,5.0,0.0,2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634
548,won,Oh I bloody won a bottle wine and I could of won .,win something through one's efforts,0.0,not subject to defeat,1.0,"{'physicality': 2.017882639744732, 'imageability': 3.4972901983277147, 'concreteness': 2.48581016744417, 'nb17': 0.10238392, 'precision': 2.6666666666666665}","{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}",2.017882639744732,3.4972901983277147,2.48581016744417,0.10238392,2.6666666666666665,,2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634
577,birth,"Furthermore Madame Mattli was a Frenchwoman , an accident of birth which added to her glamour , for was not Paris the fashion capital of the world ?",the event of being born,0.0,the event of being born,1.0,"{'physicality': 1.89452487811859, 'imageability': 3.541613943745742, 'concreteness': 2.6355944685938737, 'nb17': 0.21505089, 'precision': 3.6666666666666665, 'precision_IC': 0.2981146039488863}","{'physicality': 1.89452487811859, 'imageability': 3.541613943745742, 'concreteness': 2.6355944685938737, 'nb17': 0.21505089, 'precision': 3.6666666666666665, 'precision_IC': 0.2981146039488863}",1.89452487811859,3.541613943745742,2.6355944685938737,0.21505089,3.6666666666666665,0.2981146039488863,1.89452487811859,3.541613943745742,2.6355944685938737,0.21505089,3.6666666666666665,0.2981146039488863
578,birth,"Furthermore Madame Mattli was a Frenchwoman , an accident of birth which added to her glamour , for was not Paris the fashion capital of the world ?",the event of being born,0.0,the process of giving birth,1.0,"{'physicality': 1.9730620346118304, 'imageability': 3.365219350988974, 'concreteness': 2.6493245469485687, 'nb17': 0.26095667, 'precision': 4.5, 'precision_IC': 0.0}","{'physicality': 1.89452487811859, 'imageability': 3.541613943745742, 'concreteness': 2.6355944685938737, 'nb17': 0.21505089, 'precision': 3.6666666666666665, 'precision_IC': 0.2981146039488863}",1.9730620346118304,3.365219350988974,2.6493245469485687,0.26095667,4.5,0.0,1.89452487811859,3.541613943745742,2.6355944685938737,0.21505089,3.6666666666666665,0.2981146039488863
579,birth,"Furthermore Madame Mattli was a Frenchwoman , an accident of birth which added to her glamour , for was not Paris the fashion capital of the world ?",the event of being born,0.0,the kinship relation of an offspring to the parents,1.0,"{'physicality': 1.987417912477279, 'imageability': 3.7013562184422772, 'concreteness': 2.7449988779770518, 'nb17': 0.13857467, 'precision': 6.8, 'precision_IC': 0.8458072696220821}","{'physicality': 1.89452487811859, 'imageability': 3.541613943745742, 'concreteness': 2.6355944685938737, 'nb17': 0.21505089, 'precision': 3.6666666666666665, 'precision_IC': 0.2981146039488863}",1.987417912477279,3.701356218442277,2.744998877977052,0.13857467,6.8,0.8458072696220821,1.89452487811859,3.541613943745742,2.6355944685938737,0.21505089,3.6666666666666665,0.2981146039488863
580,birth,"Furthermore Madame Mattli was a Frenchwoman , an accident of birth which added to her glamour , for was not Paris the fashion capital of the world ?",the event of being born,0.0,a baby born; an offspring,1.0,"{'physicality': 2.4591381859165384, 'imageability': 4.527101912956844, 'concreteness': 3.4650417394954385, 'nb17': 0.27489555, 'precision': 6.6, 'precision_IC': 0.9569171752849136}","{'physicality': 1.89452487811859, 'imageability': 3.541613943745742, 'concreteness': 2.6355944685938737, 'nb17': 0.21505089, 'precision': 3.6666666666666665, 'precision_IC': 0.2981146039488863}",2.4591381859165384,4.527101912956844,3.4650417394954385,0.27489555,6.6,0.9569171752849136,1.89452487811859,3.541613943745742,2.6355944685938737,0.21505089,3.6666666666666665,0.2981146039488863
581,birth,"Furthermore Madame Mattli was a Frenchwoman , an accident of birth which added to her glamour , for was not Paris the fashion capital of the world ?",the event of being born,0.0,cause to be born,1.0,"{'physicality': 2.0406348857810617, 'imageability': 3.7546319779582014, 'concreteness': 2.6016091582303447, 'nb17': 0.20337664, 'precision': 0.6666666666666666, 'precision_IC': 1.738951735621505}","{'physicality': 1.89452487811859, 'imageability': 3.541613943745742, 'concreteness': 2.6355944685938737, 'nb17': 0.21505089, 'precision': 3.6666666666666665, 'precision_IC': 0.2981146039488863}",2.0406348857810617,3.754631977958202,2.6016091582303447,0.20337664,0.6666666666666666,1.738951735621505,1.89452487811859,3.541613943745742,2.6355944685938737,0.21505089,3.6666666666666665,0.2981146039488863
602,friendly,The other girls disliked her for her outstanding looks and her haughty ways and made no attempt to be friendly on anything but the most superficial level and the pattern cutters and sewing hands hurried home to their families and boyfriends the moment they finished their long day 's work .,characteristic of or befitting a friend,0.0,troops belonging to or allied with your own military forces,1.0,"{'physicality': 2.181443542107611, 'imageability': 4.318001216048351, 'concreteness': 2.936732493562821, 'nb17': 0.056529354, 'precision': 2.0, 'precision_IC': 0.0}","{'physicality': 1.791473547128179, 'imageability': 3.217787135451573, 'concreteness': 2.510717759229314, 'nb17': 0.10080731, 'precision': 6.0}",2.181443542107611,4.318001216048351,2.936732493562821,0.056529354,2.0,0.0,1.791473547128179,3.217787135451573,2.510717759229314,0.10080731,6.0,
603,friendly,The other girls disliked her for her outstanding looks and her haughty ways and made no attempt to be friendly on anything but the most superficial level and the pattern cutters and sewing hands hurried home to their families and boyfriends the moment they finished their long day 's work .,characteristic of or befitting a friend,0.0,characteristic of or befitting a friend,1.0,"{'physicality': 1.791473547128179, 'imageability': 3.217787135451573, 'concreteness': 2.510717759229314, 'nb17': 0.10080731, 'precision': 6.0}","{'physicality': 1.791473547128179, 'imageability': 3.217787135451573, 'concreteness': 2.510717759229314, 'nb17': 0.10080731, 'precision': 6.0}",1.791473547128179,3.217787135451573,2.510717759229314,0.10080731,6.0,,1.791473547128179,3.217787135451573,2.510717759229314,0.10080731,6.0,
604,friendly,The other girls disliked her for her outstanding looks and her haughty ways and made no attempt to be friendly on anything but the most superficial level and the pattern cutters and sewing hands hurried home to their families and boyfriends the moment they finished their long day 's work .,characteristic of or befitting a friend,0.0,inclined to help or support; not antagonistic or hostile,1.0,"{'physicality': 2.239692952537151, 'imageability': 3.6593787824019834, 'concreteness': 2.325471783352486, 'nb17': 0.12530582, 'precision': 3.0}","{'physicality': 1.791473547128179, 'imageability': 3.217787135451573, 'concreteness': 2.510717759229314, 'nb17': 0.10080731, 'precision': 6.0}",2.239692952537151,3.659378782401984,2.325471783352486,0.12530582,3.0,,1.791473547128179,3.217787135451573,2.510717759229314,0.10080731,6.0,
605,friendly,The other girls disliked her for her outstanding looks and her haughty ways and made no attempt to be friendly on anything but the most superficial level and the pattern cutters and sewing hands hurried home to their families and boyfriends the moment they finished their long day 's work .,characteristic of or befitting a friend,0.0,easy to understand or use,1.0,"{'physicality': 1.9897513649680394, 'imageability': 3.4494294432495023, 'concreteness': 2.4064356971750414, 'nb17': 0.074009076, 'precision': 3.75}","{'physicality': 1.791473547128179, 'imageability': 3.217787135451573, 'concreteness': 2.510717759229314, 'nb17': 0.10080731, 'precision': 6.0}",1.9897513649680396,3.4494294432495023,2.4064356971750414,0.074009076,3.75,,1.791473547128179,3.217787135451573,2.510717759229314,0.10080731,6.0,
606,friendly,The other girls disliked her for her outstanding looks and her haughty ways and made no attempt to be friendly on anything but the most superficial level and the pattern cutters and sewing hands hurried home to their families and boyfriends the moment they finished their long day 's work .,characteristic of or befitting a friend,0.0,of or belonging to your own country's forces or those of an ally,1.0,"{'physicality': 1.7911305243310902, 'imageability': 3.8205259851224986, 'concreteness': 2.708927918413393, 'nb17': 0.0451981, 'precision': 4.375}","{'physicality': 1.791473547128179, 'imageability': 3.217787135451573, 'concreteness': 2.510717759229314, 'nb17': 0.10080731, 'precision': 6.0}",1.7911305243310902,3.820525985122498,2.708927918413393,0.0451981,4.375,,1.791473547128179,3.217787135451573,2.510717759229314,0.10080731,6.0,
627,rooted,"Frantically she rooted round , then checked her pockets without success .",take root and begin to grow,1.0,take root and begin to grow,1.0,"{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}","{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}",2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843,2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843
628,rooted,"Frantically she rooted round , then checked her pockets without success .",take root and begin to grow,1.0,"come into existence, originate",0.0,"{'physicality': 1.9206051269378974, 'imageability': 3.183158290484305, 'concreteness': 2.42077404453113, 'nb17': 0.15106729, 'precision': 2.3333333333333335, 'precision_IC': 5.64539576818323}","{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}",1.9206051269378972,3.183158290484305,2.42077404453113,0.15106729,2.333333333333333,5.64539576818323,2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843
629,rooted,"Frantically she rooted round , then checked her pockets without success .",take root and begin to grow,1.0,plant by the roots,1.0,"{'physicality': 2.0507516000364756, 'imageability': 4.354584488842164, 'concreteness': 3.276054957183886, 'nb17': 0.23400646, 'precision': 2.3333333333333335, 'precision_IC': 6.878255443459601}","{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}",2.050751600036476,4.354584488842164,3.276054957183886,0.23400646,2.333333333333333,6.878255443459601,2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843
630,rooted,"Frantically she rooted round , then checked her pockets without success .",take root and begin to grow,1.0,dig with the snout,1.0,"{'physicality': 2.0411021427855207, 'imageability': 4.61741750573934, 'concreteness': 3.337283663171546, 'nb17': 0.087118104, 'precision': 7.5}","{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}",2.0411021427855207,4.61741750573934,3.337283663171546,0.087118104,7.5,,2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843
631,rooted,"Frantically she rooted round , then checked her pockets without success .",take root and begin to grow,1.0,become settled or established and stable in one's residence or l...,0.0,"{'physicality': 1.9706920167255972, 'imageability': 3.787206185639717, 'concreteness': 2.6374475922195075, 'nb17': 0.10587772, 'precision': 4.5, 'precision_IC': 4.1019916272307}","{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}",1.9706920167255968,3.787206185639717,2.6374475922195075,0.10587772,4.5,4.1019916272307,2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843
632,rooted,"Frantically she rooted round , then checked her pockets without success .",take root and begin to grow,1.0,cause to take roots,1.0,"{'physicality': 2.0552543035338235, 'imageability': 3.6318836171426447, 'concreteness': 2.7312164630352798, 'nb17': 0.19490586, 'precision': 2.0, 'precision_IC': 3.5439668128787982}","{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}",2.0552543035338235,3.6318836171426447,2.73121646303528,0.19490586,2.0,3.5439668128787982,2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843
633,rooted,"Frantically she rooted round , then checked her pockets without success .",take root and begin to grow,1.0,absolutely still,0.0,"{'physicality': 2.141178119370716, 'imageability': 3.0510865941263177, 'concreteness': 2.041519738199915, 'nb17': 0.09478886, 'precision': 0.5}","{'physicality': 2.1564959873692513, 'imageability': 3.79931009329295, 'concreteness': 2.8425797562057853, 'nb17': 0.13748704, 'precision': 1.5, 'precision_IC': 3.3366078125507843}",2.141178119370716,3.0510865941263177,2.041519738199915,0.09478886,0.5,,2.1564959873692517,3.79931009329295,2.8425797562057853,0.13748704,1.5,3.3366078125507843
662,related,Paula related what had happened and saw Gary turn pale .,give an account of,1.0,make a logical or causal connection,0.0,"{'physicality': 1.9651403840857895, 'imageability': 3.3821270397953804, 'concreteness': 2.5060696838716447, 'nb17': 0.17038672, 'precision': 4.0, 'precision_IC': 0.0}","{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}",1.9651403840857893,3.3821270397953804,2.5060696838716447,0.17038672,4.0,0.0,1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987
663,related,Paula related what had happened and saw Gary turn pale .,give an account of,1.0,be relevant to,0.0,"{'physicality': 1.6191288689229963, 'imageability': 3.085641181910475, 'concreteness': 2.0654830036364458, 'nb17': 0.22990833, 'precision': 0.0, 'precision_IC': 0.0}","{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}",1.6191288689229963,3.085641181910475,2.0654830036364458,0.22990833,0.0,0.0,1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987
664,related,Paula related what had happened and saw Gary turn pale .,give an account of,1.0,give an account of,0.0,"{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}","{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}",1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987,1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987
665,related,Paula related what had happened and saw Gary turn pale .,give an account of,1.0,be in a relationship with,0.0,"{'physicality': 1.6293237045899946, 'imageability': 3.6544050879728416, 'concreteness': 2.5658778722342985, 'nb17': 0.16776004, 'precision': 4.75, 'precision_IC': 0.0}","{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}",1.6293237045899946,3.6544050879728416,2.5658778722342985,0.16776004,4.75,0.0,1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987
666,related,Paula related what had happened and saw Gary turn pale .,give an account of,1.0,have or establish a relationship to,0.0,"{'physicality': 1.7322586637570148, 'imageability': 3.3161163052139386, 'concreteness': 2.4279179676613256, 'nb17': 0.14840351, 'precision': 5.0, 'precision_IC': 1.39990277556881}","{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}",1.7322586637570148,3.316116305213938,2.4279179676613256,0.14840351,5.0,1.39990277556881,1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987
667,related,Paula related what had happened and saw Gary turn pale .,give an account of,1.0,being connected either logically or causally or by shared charac...,0.0,"{'physicality': 2.0516517386869944, 'imageability': 3.7609298442532566, 'concreteness': 2.252426171387139, 'nb17': 0.2371823, 'precision': 2.5555555555555554}","{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}",2.0516517386869944,3.7609298442532566,2.252426171387139,0.2371823,2.555555555555556,,1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987
668,related,Paula related what had happened and saw Gary turn pale .,give an account of,1.0,"connected by kinship, common origin, or marriage",1.0,"{'physicality': 2.299161066588913, 'imageability': 4.137262471497678, 'concreteness': 2.6642481244508445, 'nb17': 0.25463176, 'precision': 3.142857142857143}","{'physicality': 1.4427788431345814, 'imageability': 2.954062486192889, 'concreteness': 2.5889254800183523, 'nb17': 0.1056176, 'precision': 4.0, 'precision_IC': 1.6730924032977987}",2.299161066588913,4.137262471497678,2.6642481244508445,0.25463176,3.142857142857143,,1.4427788431345814,2.954062486192889,2.5889254800183523,0.1056176,4.0,1.6730924032977987
697,healthy,"The contrast between the two American girls was almost painful ; Ellen was so healthy and strong , while the waif-like Robin-Anne was pathetically wan and listless .",having or indicating good health in body or mind; free from infirmity or disease,0.0,having or indicating good health in body or mind; free from infi...,1.0,"{'physicality': 2.235780683436643, 'imageability': 4.076691858645637, 'concreteness': 2.8474198800733093, 'nb17': 0.123839244, 'precision': 4.5}","{'physicality': 2.3383385796853733, 'imageability': 4.100661847994347, 'concreteness': 2.8248677835064817, 'nb17': 0.11892518, 'precision': 5.846153846153846}",2.235780683436643,4.076691858645637,2.8474198800733093,0.123839244,4.5,,2.3383385796853733,4.100661847994347,2.8248677835064817,0.11892518,5.846153846153846,
698,healthy,"The contrast between the two American girls was almost painful ; Ellen was so healthy and strong , while the waif-like Robin-Anne was pathetically wan and listless .",having or indicating good health in body or mind; free from infirmity or disease,0.0,financially secure and functioning well,0.0,"{'physicality': 2.2309646031130983, 'imageability': 3.805104229521774, 'concreteness': 2.373571685310421, 'nb17': 0.18121262, 'precision': 0.75}","{'physicality': 2.3383385796853733, 'imageability': 4.100661847994347, 'concreteness': 2.8248677835064817, 'nb17': 0.11892518, 'precision': 5.846153846153846}",2.2309646031130983,3.805104229521774,2.373571685310421,0.18121262,0.75,,2.3383385796853733,4.100661847994347,2.8248677835064817,0.11892518,5.846153846153846,
699,healthy,"The contrast between the two American girls was almost painful ; Ellen was so healthy and strong , while the waif-like Robin-Anne was pathetically wan and listless .",having or indicating good health in body or mind; free from infirmity or disease,0.0,promoting health; healthful; ; ; ; ; - C.B.Davis,1.0,"{'physicality': 2.433115100500574, 'imageability': 3.3466934048858974, 'concreteness': 2.0431201388048152, 'nb17': 0.17329213, 'precision': 2.3333333333333335}","{'physicality': 2.3383385796853733, 'imageability': 4.100661847994347, 'concreteness': 2.8248677835064817, 'nb17': 0.11892518, 'precision': 5.846153846153846}",2.433115100500574,3.3466934048858974,2.0431201388048152,0.17329213,2.333333333333333,,2.3383385796853733,4.100661847994347,2.8248677835064817,0.11892518,5.846153846153846,
700,healthy,"The contrast between the two American girls was almost painful ; Ellen was so healthy and strong , while the waif-like Robin-Anne was pathetically wan and listless .",having or indicating good health in body or mind; free from infirmity or disease,0.0,exercising or showing good judgment,0.0,"{'physicality': 2.59201242457399, 'imageability': 4.0794891558320785, 'concreteness': 2.8367897916646, 'nb17': 0.11440174, 'precision': 2.8}","{'physicality': 2.3383385796853733, 'imageability': 4.100661847994347, 'concreteness': 2.8248677835064817, 'nb17': 0.11892518, 'precision': 5.846153846153846}",2.59201242457399,4.079489155832079,2.8367897916646,0.11440174,2.8,,2.3383385796853733,4.100661847994347,2.8248677835064817,0.11892518,5.846153846153846,
701,healthy,"The contrast between the two American girls was almost painful ; Ellen was so healthy and strong , while the waif-like Robin-Anne was pathetically wan and listless .",having or indicating good health in body or mind; free from infirmity or disease,0.0,large in amount or extent or degree,0.0,"{'physicality': 1.867963366800968, 'imageability': 3.8918870180814076, 'concreteness': 2.747403297542511, 'nb17': -0.00014894456, 'precision': 4.857142857142857}","{'physicality': 2.3383385796853733, 'imageability': 4.100661847994347, 'concreteness': 2.8248677835064817, 'nb17': 0.11892518, 'precision': 5.846153846153846}",1.867963366800968,3.891887018081408,2.747403297542511,-0.00014894456,4.857142857142857,,2.3383385796853733,4.100661847994347,2.8248677835064817,0.11892518,5.846153846153846,
717,lit,Rickie lit a cigarette .,begin to smoke,0.0,the humanistic study of a body of literature,1.0,"{'physicality': 1.9377657506361459, 'imageability': 3.6156858258775593, 'concreteness': 2.7388783320311187, 'nb17': 0.051748767, 'precision': 7.0, 'precision_IC': 2.6601946230107525}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",1.9377657506361456,3.6156858258775593,2.7388783320311187,0.051748767,7.0,2.6601946230107525,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
718,lit,Rickie lit a cigarette .,begin to smoke,0.0,make lighter or brighter,1.0,"{'physicality': 2.7909149563931575, 'imageability': 4.840130362715431, 'concreteness': 3.2129855056082572, 'nb17': 0.17071423, 'precision': 2.75, 'precision_IC': 0.0}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",2.790914956393157,4.840130362715431,3.212985505608257,0.17071423,2.75,0.0,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
719,lit,Rickie lit a cigarette .,begin to smoke,0.0,begin to smoke,1.0,"{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
720,lit,Rickie lit a cigarette .,begin to smoke,0.0,"to come to rest, settle",0.0,"{'physicality': 1.6982433043711023, 'imageability': 3.33816715645456, 'concreteness': 2.383015258430588, 'nb17': -0.0031100502, 'precision': 0.6666666666666666, 'precision_IC': 0.0}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",1.6982433043711025,3.33816715645456,2.383015258430588,-0.0031100502,0.6666666666666666,0.0,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
721,lit,Rickie lit a cigarette .,begin to smoke,0.0,cause to start burning; subject to fire or great heat,1.0,"{'physicality': 2.386899290626982, 'imageability': 4.011354576844643, 'concreteness': 2.7969850607894013, 'nb17': 0.07198067, 'precision': 2.0, 'precision_IC': 1.2927848729862075}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",2.386899290626982,4.011354576844643,2.7969850607894013,0.07198067,2.0,1.2927848729862077,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
722,lit,Rickie lit a cigarette .,begin to smoke,0.0,alight from,1.0,"{'physicality': 2.1395733164840696, 'imageability': 3.9732896605058343, 'concreteness': 2.92088275428076, 'nb17': 0.21931164, 'precision': 2.0, 'precision_IC': 6.91915550183863}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",2.1395733164840696,3.9732896605058334,2.92088275428076,0.21931164,2.0,6.91915550183863,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
723,lit,Rickie lit a cigarette .,begin to smoke,0.0,provided with artificial light,1.0,"{'physicality': 2.4005201320334937, 'imageability': 4.16212737145808, 'concreteness': 2.9854967153169185, 'nb17': 0.21785046, 'precision': 0.6666666666666666}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",2.4005201320334937,4.16212737145808,2.9854967153169185,0.21785046,0.6666666666666666,,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
724,lit,Rickie lit a cigarette .,begin to smoke,0.0,set afire or burning,1.0,"{'physicality': 2.9723162576757023, 'imageability': 4.629854094345106, 'concreteness': 3.1234374338154667, 'nb17': 0.28328055, 'precision': 3.0}","{'physicality': 2.7184318033876043, 'imageability': 4.278488930708136, 'concreteness': 3.206882029645263, 'nb17': 0.078738354, 'precision': 0.5, 'precision_IC': 0.0}",2.9723162576757023,4.629854094345106,3.1234374338154667,0.28328055,3.0,,2.7184318033876043,4.278488930708136,3.206882029645263,0.078738354,0.5,0.0
741,fighting,"At the moment , as you know , the white people and their friends are fighting with the Germans .",be engaged in a fight; carry on a fight,0.0,be engaged in a fight; carry on a fight,1.0,"{'physicality': 1.8482560647438468, 'imageability': 3.908044155174613, 'concreteness': 2.7697769195762008, 'nb17': 0.16738084, 'precision': 4.111111111111111, 'precision_IC': 2.4364532759029855}","{'physicality': 1.8482560647438468, 'imageability': 3.908044155174613, 'concreteness': 2.7697769195762008, 'nb17': 0.16738084, 'precision': 4.111111111111111, 'precision_IC': 2.4364532759029855}",1.8482560647438468,3.908044155174613,2.7697769195762008,0.16738084,4.111111111111111,2.436453275902985,1.8482560647438468,3.908044155174613,2.7697769195762008,0.16738084,4.111111111111111,2.436453275902985
